exp_name,rep_id,trial_id,gen,replay_gen,fitness_mean,fitness_max,scores_entropy,scores_unique,collective_score
2024_11_26_01__exploration_tournament,043,35,49900,6,7914.32,9900,3.79169,188,9900
2024_11_26_01__exploration_tournament,043,36,49900,6,7807.11,9900,3.88886,193,9900
2024_11_26_01__exploration_tournament,043,37,49900,6,7648.48,9900,4.12509,206,9900
2024_11_26_01__exploration_tournament,043,38,49900,6,7920.3,9900,3.87344,193,9900
2024_11_26_01__exploration_tournament,043,39,49900,6,7954.29,9900,3.98579,198,9900
2024_11_26_01__exploration_tournament,043,40,49900,6,7848.3,9900,3.87344,193,9900
2024_11_26_01__exploration_tournament,043,41,49900,6,8018.69,9900,3.77623,188,9900
2024_11_26_01__exploration_tournament,043,42,49900,6,7947.27,9900,4.07697,202,9900
2024_11_26_01__exploration_tournament,043,43,49900,6,7790.86,9900,4.12509,206,9900
2024_11_26_01__exploration_tournament,043,44,49900,6,7773.28,9900,4.04783,202,9900
2024_11_26_01__exploration_tournament,043,45,49900,6,7944.1,9900,3.75676,187,9900
2024_11_26_01__exploration_tournament,043,46,49900,6,8062.71,9900,3.77623,188,9900
2024_11_26_01__exploration_tournament,043,47,49900,6,7808.29,9900,4.06716,203,9900
2024_11_26_01__exploration_tournament,043,48,49900,6,7928.69,9900,4.04783,202,9900
2024_11_26_01__exploration_tournament,043,49,49900,6,7957.53,9900,3.67879,183,9900
2024_11_26_01__exploration_tournament,043,50,49900,6,7832.66,9900,4.15415,206,9900
2024_11_26_01__exploration_tournament,043,1,49900,7,7688.25,9900,4.30803,214,9900
2024_11_26_01__exploration_tournament,043,2,49900,7,7982.5,9900,3.75276,186,9900
2024_11_26_01__exploration_tournament,043,3,49900,7,8167.52,9900,3.52241,175,9900
2024_11_26_01__exploration_tournament,043,4,49900,7,7410.25,9900,4.5662,229,9900
2024_11_26_01__exploration_tournament,043,5,49900,7,7917.91,9900,3.87344,193,9900
2024_11_26_01__exploration_tournament,043,6,49900,7,7910.72,9900,3.84451,190,9900
2024_11_26_01__exploration_tournament,043,7,49900,7,8191.94,9900,3.56512,175,9900
2024_11_26_01__exploration_tournament,043,8,49900,7,7958.28,9900,4.02849,201,9900
2024_11_26_01__exploration_tournament,043,9,49900,7,7949.7,9900,3.71779,185,9900
2024_11_26_01__exploration_tournament,043,10,49900,7,7896.31,9900,3.86944,192,9900
2024_11_26_01__exploration_tournament,043,11,49900,7,7770.88,9900,4.14038,206,9900
2024_11_26_01__exploration_tournament,043,12,49900,7,7985.09,9900,4.05765,201,9900
